audio_path,duration_ok,actual_duration_sec,duration_error
data/raw/FMA/selected_30s/140/140932.mp3,True,29.988571,
data/raw/FMA/selected_30s/149/149410.mp3,True,30.014694,
data/raw/FMA/selected_30s/066/066449.mp3,True,30.014694,
data/raw/FMA/selected_30s/114/114244.mp3,True,29.988571,
data/raw/FMA/selected_30s/112/112378.mp3,True,29.988571,
data/raw/FMA/selected_30s/066/066445.mp3,True,30.014694,
data/raw/FMA/selected_30s/130/130401.mp3,True,30.014694,
data/raw/FMA/selected_30s/066/066446.mp3,True,29.988571,
data/raw/FMA/selected_30s/129/129963.mp3,True,30.014694,
data/raw/FMA/selected_30s/140/140926.mp3,True,29.988571,
data/raw/FMA/selected_30s/074/074910.mp3,True,30.014694,
data/raw/FMA/selected_30s/141/141875.mp3,True,29.988571,
data/raw/FMA/selected_30s/111/111819.mp3,True,29.988571,
data/raw/FMA/selected_30s/113/113019.mp3,True,30.014694,
data/raw/FMA/selected_30s/047/047071.mp3,True,29.988571,
data/raw/FMA/selected_30s/111/111821.mp3,True,30.014694,
data/raw/FMA/selected_30s/144/144723.mp3,True,29.988571,
data/raw/FMA/selected_30s/113/113526.mp3,True,29.988571,
data/raw/FMA/selected_30s/134/134150.mp3,True,29.988571,
data/raw/FMA/selected_30s/130/130129.mp3,True,29.988571,
data/raw/FMA/selected_30s/134/134148.mp3,True,30.014694,
data/raw/FMA/selected_30s/118/118048.mp3,True,29.988571,
data/raw/FMA/selected_30s/140/140924.mp3,True,29.988571,
data/raw/FMA/selected_30s/137/137049.mp3,True,29.988571,
data/raw/FMA/selected_30s/127/127294.mp3,True,29.988571,
data/raw/FMA/selected_30s/138/138061.mp3,True,29.988571,
data/raw/FMA/selected_30s/003/003956.mp3,True,30.014694,
data/raw/FMA/selected_30s/004/004003.mp3,True,30.014694,
data/raw/FMA/selected_30s/001/001881.mp3,True,29.988571,
data/raw/FMA/selected_30s/131/131153.mp3,True,30.014694,
data/raw/FMA/selected_30s/114/114396.mp3,True,29.988571,
data/raw/FMA/selected_30s/113/113025.mp3,True,30.014694,
data/raw/FMA/selected_30s/061/061491.mp3,True,29.988571,
data/raw/FMA/selected_30s/022/022472.mp3,True,30.014694,
data/raw/FMA/selected_30s/147/147384.mp3,True,30.014694,
data/raw/FMA/selected_30s/022/022480.mp3,True,29.988571,
data/raw/FMA/selected_30s/074/074900.mp3,True,29.988571,
data/raw/FMA/selected_30s/145/145816.mp3,True,30.014694,
data/raw/FMA/selected_30s/071/071506.mp3,True,30.014694,
data/raw/FMA/selected_30s/114/114004.mp3,True,30.014694,
data/raw/FMA/selected_30s/033/033636.mp3,True,30.014694,
data/raw/FMA/selected_30s/114/114404.mp3,True,30.014694,
data/raw/FMA/selected_30s/113/113028.mp3,True,29.988571,
data/raw/FMA/selected_30s/107/107429.mp3,True,29.988571,
data/raw/FMA/selected_30s/028/028753.mp3,True,29.988571,
data/raw/FMA/selected_30s/123/123920.mp3,True,29.988571,
data/raw/FMA/selected_30s/136/136338.mp3,True,29.988571,
data/raw/FMA/selected_30s/117/117280.mp3,True,30.014694,
data/raw/FMA/selected_30s/130/130608.mp3,True,30.014694,
data/raw/FMA/selected_30s/013/013197.mp3,True,30.014694,
data/raw/FMA/selected_30s/112/112315.mp3,True,30.014694,
data/raw/FMA/selected_30s/005/005289.mp3,True,29.988571,
data/raw/FMA/selected_30s/074/074363.mp3,True,29.988571,
data/raw/FMA/selected_30s/003/003988.mp3,True,29.988571,
data/raw/FMA/selected_30s/089/089814.mp3,True,30.014694,
data/raw/FMA/selected_30s/143/143051.mp3,True,30.014694,
data/raw/FMA/selected_30s/113/113021.mp3,True,30.014694,
data/raw/FMA/selected_30s/147/147380.mp3,True,29.988571,
data/raw/FMA/selected_30s/071/071505.mp3,True,30.014694,
data/raw/FMA/selected_30s/118/118055.mp3,True,29.988571,
data/raw/FMA/selected_30s/145/145916.mp3,True,29.988571,
data/raw/FMA/selected_30s/154/154926.mp3,True,30.014694,
data/raw/FMA/selected_30s/150/150311.mp3,True,30.014694,
data/raw/FMA/selected_30s/003/003976.mp3,True,29.988571,
data/raw/FMA/selected_30s/108/108855.mp3,True,30.014694,
data/raw/FMA/selected_30s/135/135341.mp3,True,29.988571,
data/raw/FMA/selected_30s/003/003966.mp3,True,29.988571,
data/raw/FMA/selected_30s/003/003857.mp3,True,29.988571,
data/raw/FMA/selected_30s/060/060834.mp3,True,30.014694,
data/raw/FMA/selected_30s/127/127296.mp3,True,30.014694,
data/raw/FMA/selected_30s/131/131164.mp3,True,29.988571,
data/raw/FMA/selected_30s/140/140324.mp3,True,30.014694,
data/raw/FMA/selected_30s/145/145801.mp3,True,29.988571,
data/raw/FMA/selected_30s/152/152326.mp3,True,29.988571,
data/raw/FMA/selected_30s/022/022473.mp3,True,30.014694,
data/raw/FMA/selected_30s/149/149695.mp3,True,29.988571,
data/raw/FMA/selected_30s/149/149414.mp3,True,30.014694,
data/raw/FMA/selected_30s/132/132442.mp3,True,30.014694,
data/raw/FMA/selected_30s/094/094342.mp3,True,30.014694,
data/raw/FMA/selected_30s/106/106336.mp3,True,30.014694,
data/raw/FMA/selected_30s/131/131168.mp3,True,29.988571,
data/raw/FMA/selected_30s/036/036708.mp3,True,29.988571,
data/raw/FMA/selected_30s/121/121722.mp3,True,29.988571,
data/raw/FMA/selected_30s/004/004385.mp3,True,29.988571,
data/raw/FMA/selected_30s/127/127558.mp3,True,29.988571,
data/raw/FMA/selected_30s/147/147303.mp3,True,29.988571,
data/raw/FMA/selected_30s/135/135370.mp3,True,30.014694,
data/raw/FMA/selected_30s/135/135209.mp3,True,30.014694,
data/raw/FMA/selected_30s/067/067162.mp3,True,30.014694,
data/raw/FMA/selected_30s/127/127295.mp3,True,30.014694,
data/raw/FMA/selected_30s/141/141892.mp3,True,29.988571,
data/raw/FMA/selected_30s/141/141877.mp3,True,29.988571,
data/raw/FMA/selected_30s/003/003961.mp3,True,30.014694,
data/raw/FMA/selected_30s/003/003959.mp3,True,29.988571,
data/raw/FMA/selected_30s/005/005148.mp3,True,29.988571,
data/raw/FMA/selected_30s/003/003962.mp3,True,29.988571,
data/raw/FMA/selected_30s/107/107616.mp3,True,29.988571,
data/raw/FMA/selected_30s/135/135339.mp3,True,29.988571,
data/raw/FMA/selected_30s/028/028763.mp3,True,29.988571,
data/raw/FMA/selected_30s/024/024925.mp3,True,29.988571,
data/raw/FMA/selected_30s/033/033630.mp3,True,29.988571,
data/raw/FMA/selected_30s/129/129968.mp3,True,29.988571,
data/raw/FMA/selected_30s/149/149413.mp3,True,29.988571,
data/raw/FMA/selected_30s/154/154920.mp3,True,30.014694,
data/raw/FMA/selected_30s/091/091160.mp3,True,30.014694,
data/raw/FMA/selected_30s/123/123918.mp3,True,30.014694,
data/raw/FMA/selected_30s/107/107435.mp3,True,30.014694,
data/raw/FMA/selected_30s/022/022474.mp3,True,30.014694,
data/raw/FMA/selected_30s/004/004383.mp3,True,29.988571,
data/raw/FMA/selected_30s/147/147416.mp3,True,29.988571,
data/raw/FMA/selected_30s/042/042772.mp3,True,30.014694,
data/raw/FMA/selected_30s/023/023573.mp3,True,29.988571,
data/raw/FMA/selected_30s/116/116881.mp3,True,29.988571,
data/raw/FMA/selected_30s/135/135340.mp3,True,30.014694,
data/raw/FMA/selected_30s/024/024921.mp3,True,29.988571,
data/raw/FMA/selected_30s/122/122680.mp3,True,29.988571,
data/raw/FMA/selected_30s/042/042787.mp3,True,29.988571,
data/raw/FMA/selected_30s/107/107617.mp3,True,30.014694,
data/raw/FMA/selected_30s/127/127300.mp3,True,29.988571,
data/raw/FMA/selected_30s/001/001382.mp3,True,29.988571,
data/raw/FMA/selected_30s/033/033629.mp3,True,30.014694,
data/raw/FMA/selected_30s/003/003971.mp3,True,29.988571,
data/raw/FMA/selected_30s/136/136017.mp3,True,30.014694,
data/raw/FMA/selected_30s/058/058483.mp3,True,30.014694,
data/raw/FMA/selected_30s/113/113022.mp3,True,29.988571,
data/raw/FMA/selected_30s/147/147299.mp3,True,30.014694,
data/raw/FMA/selected_30s/005/005285.mp3,True,29.988571,
data/raw/FMA/selected_30s/132/132445.mp3,True,30.014694,
data/raw/FMA/selected_30s/129/129962.mp3,True,29.988571,
data/raw/FMA/selected_30s/107/107483.mp3,True,30.014694,
data/raw/FMA/selected_30s/136/136016.mp3,True,29.988571,
data/raw/FMA/selected_30s/149/149488.mp3,True,30.014694,
data/raw/FMA/selected_30s/147/147377.mp3,True,29.988571,
data/raw/FMA/selected_30s/148/148802.mp3,True,29.988571,
data/raw/FMA/selected_30s/127/127298.mp3,True,30.014694,
data/raw/FMA/selected_30s/022/022479.mp3,True,29.988571,
data/raw/FMA/selected_30s/149/149755.mp3,True,30.014694,
data/raw/FMA/selected_30s/129/129972.mp3,True,30.014694,
data/raw/FMA/selected_30s/149/149416.mp3,True,29.988571,
data/raw/FMA/selected_30s/036/036707.mp3,True,30.014694,
data/raw/FMA/selected_30s/022/022477.mp3,True,30.014694,
data/raw/FMA/selected_30s/129/129265.mp3,True,29.988571,
data/raw/FMA/selected_30s/140/140922.mp3,True,29.988571,
data/raw/FMA/selected_30s/113/113660.mp3,True,30.014694,
data/raw/FMA/selected_30s/091/091162.mp3,True,29.988571,
data/raw/FMA/selected_30s/003/003974.mp3,True,29.988571,
data/raw/FMA/selected_30s/022/022476.mp3,True,29.988571,
data/raw/FMA/selected_30s/068/068666.mp3,True,29.988571,
data/raw/FMA/selected_30s/036/036706.mp3,True,29.988571,
data/raw/FMA/selected_30s/006/006792.mp3,True,29.988571,
data/raw/FMA/selected_30s/127/127301.mp3,True,29.988571,
data/raw/FMA/selected_30s/006/006789.mp3,True,30.014694,
data/raw/FMA/selected_30s/075/075787.mp3,True,30.014694,
data/raw/FMA/selected_30s/072/072075.mp3,True,29.988571,
data/raw/FMA/selected_30s/042/042377.mp3,True,29.988571,
data/raw/FMA/selected_30s/071/071512.mp3,True,29.988571,
data/raw/FMA/selected_30s/006/006791.mp3,True,29.988571,
data/raw/FMA/selected_30s/026/026730.mp3,True,30.014694,
data/raw/FMA/selected_30s/113/113017.mp3,True,29.988571,
data/raw/FMA/selected_30s/024/024922.mp3,True,29.988571,
data/raw/FMA/selected_30s/031/031561.mp3,True,30.014694,
data/raw/FMA/selected_30s/142/142080.mp3,True,30.014694,
data/raw/FMA/selected_30s/142/142081.mp3,True,29.988571,
data/raw/FMA/selected_30s/115/115814.mp3,True,29.988571,
data/raw/FMA/selected_30s/140/140344.mp3,True,30.014694,
data/raw/FMA/selected_30s/022/022457.mp3,True,30.014694,
data/raw/FMA/selected_30s/022/022475.mp3,True,30.014694,
data/raw/FMA/selected_30s/131/131160.mp3,True,29.988571,
data/raw/FMA/selected_30s/042/042372.mp3,True,30.014694,
data/raw/FMA/selected_30s/135/135342.mp3,True,29.988571,
data/raw/FMA/selected_30s/145/145803.mp3,True,29.988571,
data/raw/FMA/selected_30s/024/024919.mp3,True,30.014694,
data/raw/FMA/selected_30s/113/113020.mp3,True,30.014694,
data/raw/FMA/selected_30s/117/117288.mp3,True,29.988571,
data/raw/FMA/selected_30s/006/006796.mp3,True,29.988571,
data/raw/FMA/selected_30s/064/064331.mp3,True,29.988571,
data/raw/FMA/selected_30s/121/121253.mp3,True,29.988571,
data/raw/FMA/selected_30s/149/149406.mp3,True,29.988571,
data/raw/FMA/selected_30s/121/121726.mp3,True,29.988571,
data/raw/FMA/selected_30s/061/061493.mp3,True,29.988571,
data/raw/FMA/selected_30s/132/132443.mp3,True,30.014694,
data/raw/FMA/selected_30s/149/149405.mp3,True,30.014694,
data/raw/FMA/selected_30s/130/130403.mp3,True,30.014694,
data/raw/FMA/selected_30s/143/143055.mp3,True,30.014694,
data/raw/FMA/selected_30s/115/115761.mp3,True,30.014694,
data/raw/FMA/selected_30s/091/091164.mp3,True,30.014694,
data/raw/FMA/selected_30s/112/112373.mp3,True,29.988571,
data/raw/FMA/selected_30s/127/127302.mp3,True,29.988571,
data/raw/FMA/selected_30s/094/094338.mp3,True,30.014694,
data/raw/FMA/selected_30s/131/131965.mp3,True,29.988571,
data/raw/FMA/selected_30s/145/145918.mp3,True,30.014694,
data/raw/FMA/selected_30s/091/091622.mp3,True,29.988571,
data/raw/FMA/selected_30s/126/126300.mp3,True,29.988571,
data/raw/FMA/selected_30s/131/131122.mp3,True,30.014694,
data/raw/FMA/selected_30s/087/087842.mp3,True,29.988571,
data/raw/FMA/selected_30s/140/140925.mp3,True,30.014694,
data/raw/FMA/selected_30s/148/148889.mp3,True,30.014694,
data/raw/FMA/selected_30s/006/006790.mp3,True,29.988571,
data/raw/FMA/selected_30s/006/006793.mp3,True,29.988571,
data/raw/FMA/selected_30s/126/126294.mp3,True,29.988571,
data/raw/FMA/selected_30s/118/118053.mp3,True,30.014694,
data/raw/FMA/selected_30s/033/033601.mp3,True,29.988571,
data/raw/FMA/selected_30s/135/135336.mp3,True,29.988571,
data/raw/FMA/selected_30s/028/028756.mp3,True,29.988571,
data/raw/FMA/selected_30s/127/127303.mp3,True,30.014694,
data/raw/FMA/selected_30s/113/113024.mp3,True,29.988571,
data/raw/FMA/selected_30s/022/022478.mp3,True,30.014694,
data/raw/FMA/selected_30s/129/129969.mp3,True,30.014694,
data/raw/FMA/selected_30s/037/037147.mp3,True,29.988571,
data/raw/FMA/selected_30s/113/113026.mp3,True,29.988571,
data/raw/FMA/selected_30s/113/113016.mp3,True,29.988571,
data/raw/FMA/selected_30s/006/006795.mp3,True,29.988571,
data/raw/FMA/selected_30s/005/005287.mp3,True,30.014694,
data/raw/FMA/selected_30s/045/045101.mp3,True,29.988571,
data/raw/FMA/selected_30s/148/148804.mp3,True,29.988571,
data/raw/FMA/selected_30s/145/145818.mp3,True,30.014694,
data/raw/FMA/selected_30s/147/147951.mp3,True,30.014694,
data/raw/FMA/selected_30s/132/132439.mp3,True,30.014694,
data/raw/FMA/selected_30s/143/143129.mp3,True,29.988571,
data/raw/FMA/selected_30s/003/003963.mp3,True,30.014694,
data/raw/FMA/selected_30s/033/033594.mp3,True,30.014694,
data/raw/FMA/selected_30s/116/116878.mp3,True,30.014694,
data/raw/FMA/selected_30s/031/031566.mp3,True,30.014694,
data/raw/FMA/selected_30s/102/102190.mp3,True,29.988571,
data/raw/FMA/selected_30s/033/033625.mp3,True,30.014694,
data/raw/FMA/selected_30s/052/052649.mp3,True,29.988571,
data/raw/FMA/selected_30s/015/015770.mp3,True,29.988571,
data/raw/FMA/selected_30s/091/091157.mp3,True,29.988571,
data/raw/FMA/selected_30s/135/135338.mp3,True,30.014694,
data/raw/FMA/selected_30s/129/129262.mp3,True,29.988571,
data/raw/FMA/selected_30s/071/071821.mp3,True,29.988571,
data/raw/FMA/selected_30s/145/145607.mp3,True,30.014694,
data/raw/FMA/selected_30s/135/135337.mp3,True,30.014694,
data/raw/FMA/selected_30s/015/015769.mp3,True,29.988571,
data/raw/FMA/selected_30s/071/071801.mp3,True,30.014694,
data/raw/FMA/selected_30s/131/131178.mp3,True,29.988571,
data/raw/FMA/selected_30s/127/127297.mp3,True,29.988571,
data/raw/FMA/selected_30s/113/113027.mp3,True,30.014694,
data/raw/FMA/selected_30s/091/091159.mp3,True,30.014694,
data/raw/FMA/selected_30s/091/091161.mp3,True,30.014694,
data/raw/FMA/selected_30s/022/022481.mp3,True,29.988571,
data/raw/FMA/selected_30s/141/141617.mp3,True,30.014694,
data/raw/FMA/selected_30s/071/071807.mp3,True,29.988571,
data/raw/FMA/selected_30s/028/028752.mp3,True,29.988571,
data/raw/FMA/selected_30s/113/113023.mp3,True,29.988571,
data/raw/FMA/selected_30s/117/117282.mp3,True,29.988571,
data/raw/FMA/selected_30s/097/097023.mp3,True,29.988571,
data/raw/FMA/selected_30s/089/089816.mp3,True,29.988571,
data/raw/FMA/selected_30s/052/052650.mp3,True,30.014694,
data/raw/FMA/selected_30s/143/143126.mp3,True,29.988571,
data/raw/FMA/selected_30s/003/003836.mp3,True,30.014694,
data/raw/FMA/selected_30s/147/147709.mp3,True,29.988571,
data/raw/FMA/selected_30s/113/113018.mp3,True,30.014694,
data/raw/FMA/selected_30s/143/143059.mp3,True,29.988571,
data/raw/FMA/selected_30s/107/107613.mp3,True,29.988571,
data/raw/FMA/selected_30s/060/060833.mp3,True,30.014694,
data/raw/FMA/selected_30s/039/039607.mp3,True,29.988571,
data/raw/FMA/selected_30s/140/140149.mp3,True,30.014694,
data/raw/FMA/selected_30s/052/052628.mp3,True,29.988571,
data/raw/FMA/selected_30s/072/072070.mp3,True,29.988571,
data/raw/FMA/selected_30s/121/121769.mp3,True,29.988571,
data/raw/FMA/selected_30s/126/126296.mp3,True,29.988571,
data/raw/FMA/selected_30s/042/042770.mp3,True,29.988571,
data/raw/FMA/selected_30s/004/004389.mp3,True,29.988571,
data/raw/FMA/selected_30s/086/086634.mp3,True,29.988571,
data/raw/FMA/selected_30s/005/005149.mp3,True,29.988571,
data/raw/FMA/selected_30s/003/003984.mp3,True,29.988571,
data/raw/FMA/selected_30s/118/118921.mp3,True,30.014694,
data/raw/FMA/selected_30s/004/004701.mp3,True,30.014694,
data/raw/FMA/selected_30s/033/033595.mp3,True,29.988571,
data/raw/FMA/selected_30s/004/004384.mp3,True,30.014694,
data/raw/FMA/selected_30s/003/003936.mp3,True,29.988571,
data/raw/FMA/selected_30s/113/113529.mp3,True,30.014694,
data/raw/FMA/selected_30s/113/113524.mp3,True,29.988571,
data/raw/FMA/selected_30s/006/006777.mp3,True,29.988571,
data/raw/FMA/selected_30s/127/127299.mp3,True,30.014694,
data/raw/FMA/selected_30s/149/149711.mp3,True,30.014694,
data/raw/FMA/selected_30s/063/063082.mp3,True,30.014694,
data/raw/FMA/selected_30s/091/091163.mp3,True,29.988571,
data/raw/FMA/selected_30s/130/130137.mp3,True,29.988571,
data/raw/FMA/selected_30s/072/072073.mp3,True,29.988571,
data/raw/FMA/selected_30s/021/021999.mp3,True,29.988571,
data/raw/FMA/selected_30s/021/021996.mp3,True,29.988571,
data/raw/FMA/selected_30s/021/021998.mp3,True,30.014694,
data/raw/FMA/selected_30s/022/022000.mp3,True,29.988571,
data/raw/FMA/selected_30s/026/026231.mp3,True,29.988571,
data/raw/FMA/selected_30s/040/040485.mp3,True,29.988571,
data/raw/FMA/selected_30s/022/022001.mp3,True,30.014694,
data/raw/FMA/selected_30s/021/021997.mp3,True,29.988571,
data/raw/FMA/selected_30s/114/114545.mp3,True,30.0,
data/raw/FMA/selected_30s/012/012121.mp3,True,29.988571,
data/raw/FMA/selected_30s/021/021995.mp3,True,29.988571,
data/raw/FMA/selected_30s/102/102183.mp3,True,30.014694,
data/raw/FMA/selected_30s/098/098077.mp3,True,30.014694,
data/raw/FMA/selected_30s/102/102188.mp3,True,29.988571,
data/raw/FMA/selected_30s/102/102179.mp3,True,30.014694,
